Acct,Type,Date,Num,Name,Memo,Split,Debit,Credit,Net,AcctNum,FS_Group
Inventory Asset,Invoice,2018-07-16,71115,Thompson Lighting Stores:Store #40,Burnished Brass (60 watt)  w/Golden Umber Accents,Accounts Receivable,0.0,75.0,-75.0,1400,INVENTORY
Inventory Asset,Invoice,2018-07-16,71115,Thompson Lighting Stores:Store #40,"Pearl Nickle, 5 Light, Medium Base (100 watt max)",Accounts Receivable,0.0,200.0,-200.0,1400,INVENTORY
Inventory Asset,Invoice,2018-07-17,71129,Kern Lighting Warehouse:Store #01,"Sunset, Clear Glass, 1-100 watt max.",Accounts Receivable,0.0,612.5,-612.5,1400,INVENTORY
Inventory Asset,Invoice,2018-07-17,71129,Kern Lighting Warehouse:Store #01,"Beveled Mirror, Etched Ribbed Glass (75 watt max)",Accounts Receivable,0.0,489.94,-489.94,1400,INVENTORY
Inventory Asset,Invoice,2018-07-17,71129,Kern Lighting Warehouse:Store #01,"Pendant Bar, Textured White, 50lbs max",Accounts Receivable,0.0,269.23,-269.23,1400,INVENTORY
Inventory Asset,Invoice,2018-07-17,71129,Kern Lighting Warehouse:Store #01,"Drop Opal w/Solid Oak Frame, 49 1/2 x 17, 120v HPF",Accounts Receivable,0.0,321.63,-321.63,1400,INVENTORY
Inventory Asset,Invoice,2018-07-17,71129,Kern Lighting Warehouse:Store #01,"Flat Glass, (25 watt max) Polished Brass, 4 light",Accounts Receivable,0.0,303.07,-303.07,1400,INVENTORY
Inventory Asset,Invoice,2018-07-17,71129,Kern Lighting Warehouse:Store #01,"Verona Collection, Pendant, Cobblestone, Etched Alabaster Glass, 150 watt max",Accounts Receivable,0.0,1750.0,-1750.0,1400,INVENTORY
Inventory Asset,Invoice,2018-07-17,71129,Kern Lighting Warehouse:Store #01,"Athena Collection, Pendant, Textured White, Med. Base, 100 watt max.",Accounts Receivable,0.0,1500.0,-1500.0,1400,INVENTORY
Inventory Asset,Invoice,2018-07-17,71129,Kern Lighting Warehouse:Store #01,Golden Umber (100 watt)  Six Light Chandelier,Accounts Receivable,0.0,2125.0,-2125.0,1400,INVENTORY
Inventory Asset,Invoice,2018-07-24,71097,Miscellaneous - Retail:Sean Martin,"Black Finish, Solid Brass,Wall Mount w/Clear Glass (2x60watt max)",Accounts Receivable,0.0,400.0,-400.0,1400,INVENTORY
Inventory Asset,Invoice,2018-07-24,71097,Miscellaneous - Retail:Sean Martin,Golden Umber (100 watt)  Six Light Chandelier,Accounts Receivable,0.0,170.0,-170.0,1400,INVENTORY
Inventory Asset,Invoice,2018-07-24,71097,Miscellaneous - Retail:Sean Martin,"Brushed Nickel, 18x7.75x6, 3-60 watt Medium Base, Satin Opal Glass",Accounts Receivable,0.0,55.5,-55.5,1400,INVENTORY
Inventory Asset,Invoice,2018-07-24,71097,Miscellaneous - Retail:Sean Martin,"Domes, White, 59x21x6 5/8 ht, 120v HPF",Accounts Receivable,0.0,19.0,-19.0,1400,INVENTORY
Inventory Asset,Invoice,2018-07-24,71097,Miscellaneous - Retail:Sean Martin,"Drop Opal w/Solid Oak Frame, 49 1/2 x 17, 120v HPF",Accounts Receivable,0.0,21.44,-21.44,1400,INVENTORY
Inventory Asset,Invoice,2018-07-27,71078,Cole Home Builders:Phase 1 - Lot 5,"BrassGuard Lanterns, Polished Brass, 1-light Wall, (100 watt max)",Accounts Receivable,0.0,140.0,-140.0,1400,INVENTORY
Inventory Asset,Invoice,2018-07-27,71078,Cole Home Builders:Phase 1 - Lot 5,"Die Cast Lanterns, Black, 1-100 watt, Medium Base, Clear Cracked Glass",Accounts Receivable,0.0,77.06,-77.06,1400,INVENTORY
Inventory Asset,Invoice,2018-07-27,71078,Cole Home Builders:Phase 1 - Lot 5,"Sunset, Clear Glass, 1-100 watt max.",Accounts Receivable,0.0,35.0,-35.0,1400,INVENTORY
Inventory Asset,Invoice,2018-07-27,71078,Cole Home Builders:Phase 1 - Lot 5,"Beveled Mirror, Etched Ribbed Glass (75 watt max)",Accounts Receivable,0.0,73.49,-73.49,1400,INVENTORY
Inventory Asset,Invoice,2018-07-27,71078,Cole Home Builders:Phase 1 - Lot 5,"Broadway Collection, Polished Brass, 6 Light (60 watt max)",Accounts Receivable,0.0,60.0,-60.0,1400,INVENTORY
Inventory Asset,Invoice,2018-07-27,71078,Cole Home Builders:Phase 1 - Lot 5,"Brushed Nickel, 18x7.75x6, 3-60 watt Medium Base, Satin Opal Glass",Accounts Receivable,0.0,37.0,-37.0,1400,INVENTORY
Inventory Asset,Invoice,2018-07-27,71078,Cole Home Builders:Phase 1 - Lot 5,"Brushed Nickel, (3-60 watt, Med) Ribbed Glass",Accounts Receivable,0.0,60.0,-60.0,1400,INVENTORY
Inventory Asset,Invoice,2018-07-27,71078,Cole Home Builders:Phase 1 - Lot 5,"Brushed Nickel, Pendant, 1-100 watt Medium Base, Satin Etched Glass",Accounts Receivable,0.0,100.0,-100.0,1400,INVENTORY
Inventory Asset,Invoice,2018-07-27,71078,Cole Home Builders:Phase 1 - Lot 5,"Pendant Bar, Cobblestone, 50lbs. max",Accounts Receivable,0.0,11.37,-11.37,1400,INVENTORY
Inventory Asset,Invoice,2018-07-27,71078,Cole Home Builders:Phase 1 - Lot 5,"Verona Collection, Pendant, Cobblestone, Etched Alabaster Glass, 150 watt max",Accounts Receivable,0.0,70.0,-70.0,1400,INVENTORY
Inventory Asset,Invoice,2018-07-27,71078,Cole Home Builders:Phase 1 - Lot 5,Chestnut (3/60 watt)  Marble Glass,Accounts Receivable,0.0,97.2,-97.2,1400,INVENTORY
Inventory Asset,Invoice,2018-07-27,71078,Cole Home Builders:Phase 1 - Lot 5,Frosted Taupe (3/60 watt)  Marble Glass  ,Accounts Receivable,0.0,89.21,-89.21,1400,INVENTORY
Inventory Asset,Invoice,2018-07-27,71078,Cole Home Builders:Phase 1 - Lot 5,"Cand. Light, 20 watts (8 pack)",Accounts Receivable,0.0,36.0,-36.0,1400,INVENTORY
Inventory Asset,Invoice,2018-07-27,71078,Cole Home Builders:Phase 1 - Lot 5,"Specialty Bulbs, 100 watt (6 pack)",Accounts Receivable,0.0,9.5,-9.5,1400,INVENTORY
Inventory Asset,Invoice,2018-07-27,71078,Cole Home Builders:Phase 1 - Lot 5,"Specialty, Stage & Studio Bulbs  60 watt",Accounts Receivable,0.0,12.5,-12.5,1400,INVENTORY
Inventory Asset,Invoice,2018-07-31,71077,Cole Home Builders:Phase 1 - Lot 5,"BrassGuard Lanterns, Polished Brass, 1-light Wall, (100 watt max)",Accounts Receivable,0.0,140.0,-140.0,1400,INVENTORY
Inventory Asset,Invoice,2018-07-31,71077,Cole Home Builders:Phase 1 - Lot 5,"Die Cast Lanterns, Black, 1-100 watt, Medium Base, Clear Cracked Glass",Accounts Receivable,0.0,77.06,-77.06,1400,INVENTORY
Inventory Asset,Invoice,2018-07-31,71077,Cole Home Builders:Phase 1 - Lot 5,"Sunset, Clear Glass, 1-100 watt max.",Accounts Receivable,0.0,35.0,-35.0,1400,INVENTORY
Inventory Asset,Invoice,2018-07-31,71077,Cole Home Builders:Phase 1 - Lot 5,"Beveled Mirror, Etched Ribbed Glass (75 watt max)",Accounts Receivable,0.0,73.49,-73.49,1400,INVENTORY
Inventory Asset,Invoice,2018-07-31,71077,Cole Home Builders:Phase 1 - Lot 5,"Broadway Collection, Polished Brass, 6 Light (60 watt max)",Accounts Receivable,0.0,60.0,-60.0,1400,INVENTORY
Inventory Asset,Invoice,2018-07-31,71077,Cole Home Builders:Phase 1 - Lot 5,"Brushed Nickel, 18x7.75x6, 3-60 watt Medium Base, Satin Opal Glass",Accounts Receivable,0.0,37.0,-37.0,1400,INVENTORY
Inventory Asset,Invoice,2018-07-31,71077,Cole Home Builders:Phase 1 - Lot 5,"Brushed Nickel, (3-60 watt, Med) Ribbed Glass",Accounts Receivable,0.0,60.0,-60.0,1400,INVENTORY
Inventory Asset,Invoice,2018-07-31,71077,Cole Home Builders:Phase 1 - Lot 5,"Brushed Nickel, Pendant, 1-100 watt Medium Base, Satin Etched Glass",Accounts Receivable,0.0,100.0,-100.0,1400,INVENTORY
Inventory Asset,Invoice,2018-07-31,71077,Cole Home Builders:Phase 1 - Lot 5,"Pendant Bar, Cobblestone, 50lbs. max",Accounts Receivable,0.0,11.37,-11.37,1400,INVENTORY
Inventory Asset,Invoice,2018-07-31,71077,Cole Home Builders:Phase 1 - Lot 5,"Verona Collection, Pendant, Cobblestone, Etched Alabaster Glass, 150 watt max",Accounts Receivable,0.0,70.0,-70.0,1400,INVENTORY
Inventory Asset,Invoice,2018-07-31,71077,Cole Home Builders:Phase 1 - Lot 5,Chestnut (3/60 watt)  Marble Glass,Accounts Receivable,0.0,97.2,-97.2,1400,INVENTORY
Inventory Asset,Invoice,2018-07-31,71077,Cole Home Builders:Phase 1 - Lot 5,Frosted Taupe (3/60 watt)  Marble Glass  ,Accounts Receivable,0.0,89.21,-89.21,1400,INVENTORY
Inventory Asset,Invoice,2018-07-31,71077,Cole Home Builders:Phase 1 - Lot 5,"Cand. Light, 20 watts (8 pack)",Accounts Receivable,0.0,36.0,-36.0,1400,INVENTORY
Inventory Asset,Invoice,2018-07-31,71077,Cole Home Builders:Phase 1 - Lot 5,"Specialty Bulbs, 100 watt (6 pack)",Accounts Receivable,0.0,9.5,-9.5,1400,INVENTORY
Inventory Asset,Invoice,2018-07-31,71077,Cole Home Builders:Phase 1 - Lot 5,"Specialty, Stage & Studio Bulbs  60 watt",Accounts Receivable,0.0,12.5,-12.5,1400,INVENTORY
Inventory Asset,Bill,2018-08-01,34566,Foster Lighting,Tapestry (8/60 watt)  Faux Alabaster Glass,Accounts Payable,750.0,0.0,750.0,1400,INVENTORY
Inventory Asset,Invoice,2018-08-07,71098,Miscellaneous - Retail:Jann Minor,"Acid Verde, 10x21x10, 2-60 watt cand.",Accounts Receivable,0.0,450.0,-450.0,1400,INVENTORY
Inventory Asset,Invoice,2018-08-07,71098,Miscellaneous - Retail:Jann Minor,"Beveled Mirror, Etched Ribbed Glass (75 watt max)",Accounts Receivable,0.0,122.49,-122.49,1400,INVENTORY
Inventory Asset,Invoice,2018-08-07,71098,Miscellaneous - Retail:Jann Minor,Chestnut (3/60 watt)  Marble Glass,Accounts Receivable,0.0,291.6,-291.6,1400,INVENTORY
Inventory Asset,Invoice,2018-08-10,71090,Cole Home Builders:Phase 2 - Lot 5,"BrassGuard Lanterns, Polished Brass, 1-light Wall, (100 watt max)",Accounts Receivable,0.0,140.0,-140.0,1400,INVENTORY
Inventory Asset,Invoice,2018-08-10,71090,Cole Home Builders:Phase 2 - Lot 5,"Die Cast Lanterns, Black, 1-100 watt, Medium Base, Clear Cracked Glass",Accounts Receivable,0.0,77.06,-77.06,1400,INVENTORY
Inventory Asset,Invoice,2018-08-10,71090,Cole Home Builders:Phase 2 - Lot 5,"Sunset, Clear Glass, 1-100 watt max.",Accounts Receivable,0.0,35.0,-35.0,1400,INVENTORY
Inventory Asset,Invoice,2018-08-10,71090,Cole Home Builders:Phase 2 - Lot 5,"Beveled Mirror, Etched Ribbed Glass (75 watt max)",Accounts Receivable,0.0,73.49,-73.49,1400,INVENTORY
Inventory Asset,Invoice,2018-08-10,71090,Cole Home Builders:Phase 2 - Lot 5,"Broadway Collection, Polished Brass, 6 Light (60 watt max)",Accounts Receivable,0.0,60.0,-60.0,1400,INVENTORY
Inventory Asset,Invoice,2018-08-10,71090,Cole Home Builders:Phase 2 - Lot 5,"Brushed Nickel, 18x7.75x6, 3-60 watt Medium Base, Satin Opal Glass",Accounts Receivable,0.0,37.0,-37.0,1400,INVENTORY
Inventory Asset,Invoice,2018-08-10,71090,Cole Home Builders:Phase 2 - Lot 5,"Brushed Nickel, (3-60 watt, Med) Ribbed Glass",Accounts Receivable,0.0,60.0,-60.0,1400,INVENTORY
Inventory Asset,Invoice,2018-08-10,71090,Cole Home Builders:Phase 2 - Lot 5,"Brushed Nickel, Pendant, 1-100 watt Medium Base, Satin Etched Glass",Accounts Receivable,0.0,100.0,-100.0,1400,INVENTORY
Inventory Asset,Invoice,2018-08-10,71090,Cole Home Builders:Phase 2 - Lot 5,"Pendant Bar, Cobblestone, 50lbs. max",Accounts Receivable,0.0,11.37,-11.37,1400,INVENTORY
Inventory Asset,Invoice,2018-08-10,71090,Cole Home Builders:Phase 2 - Lot 5,"Verona Collection, Pendant, Cobblestone, Etched Alabaster Glass, 150 watt max",Accounts Receivable,0.0,70.0,-70.0,1400,INVENTORY
Inventory Asset,Invoice,2018-08-10,71090,Cole Home Builders:Phase 2 - Lot 5,Chestnut (3/60 watt)  Marble Glass,Accounts Receivable,0.0,97.2,-97.2,1400,INVENTORY
Inventory Asset,Invoice,2018-08-10,71090,Cole Home Builders:Phase 2 - Lot 5,Frosted Taupe (3/60 watt)  Marble Glass  ,Accounts Receivable,0.0,89.21,-89.21,1400,INVENTORY
Inventory Asset,Invoice,2018-08-10,71090,Cole Home Builders:Phase 2 - Lot 5,"Cand. Light, 20 watts (8 pack)",Accounts Receivable,0.0,36.0,-36.0,1400,INVENTORY
Inventory Asset,Invoice,2018-08-10,71090,Cole Home Builders:Phase 2 - Lot 5,"Specialty Bulbs, 100 watt (6 pack)",Accounts Receivable,0.0,9.5,-9.5,1400,INVENTORY
Inventory Asset,Invoice,2018-08-10,71090,Cole Home Builders:Phase 2 - Lot 5,"Specialty, Stage & Studio Bulbs  60 watt",Accounts Receivable,0.0,12.5,-12.5,1400,INVENTORY
Inventory Asset,Invoice,2018-08-17,71075,Cole Home Builders:Phase 1 - Lot 5,Golden Umber (100 watt)  Six Light Chandelier,Accounts Receivable,0.0,85.0,-85.0,1400,INVENTORY
Inventory Asset,Invoice,2018-08-17,71075,Cole Home Builders:Phase 1 - Lot 5,Tapestry (8/60 watt)  Faux Alabaster Glass,Accounts Receivable,0.0,75.0,-75.0,1400,INVENTORY
Inventory Asset,Invoice,2018-08-17,71075,Cole Home Builders:Phase 1 - Lot 5,"Polished Brass Pendant, 1-100 watt Medium Base, Clear Ribbed Glass",Accounts Receivable,0.0,160.0,-160.0,1400,INVENTORY
Inventory Asset,Invoice,2018-08-17,71075,Cole Home Builders:Phase 1 - Lot 5,"Tapestry, (2-60 watt Med), Etched Cracked Glass, Finish 10",Accounts Receivable,0.0,60.0,-60.0,1400,INVENTORY
Inventory Asset,Invoice,2018-08-17,71075,Cole Home Builders:Phase 1 - Lot 5,"Verona Collection, Pendant, Cobblestone, Etched Alabaster Glass, 150 watt max",Accounts Receivable,0.0,140.0,-140.0,1400,INVENTORY
Inventory Asset,Invoice,2018-08-17,71075,Cole Home Builders:Phase 1 - Lot 5,"Pendant Bar, Cobblestone, 50lbs. max",Accounts Receivable,0.0,22.74,-22.74,1400,INVENTORY
Inventory Asset,Invoice,2018-08-17,71075,Cole Home Builders:Phase 1 - Lot 5,"Pearl Nickle, 5 Light, Medium Base (100 watt max)",Accounts Receivable,0.0,80.0,-80.0,1400,INVENTORY
Inventory Asset,Invoice,2018-08-17,71075,Cole Home Builders:Phase 1 - Lot 5,"White, 4.5x7.5, 1-100 watt Medium Base, Satin White Glass",Accounts Receivable,0.0,30.0,-30.0,1400,INVENTORY
Inventory Asset,Invoice,2018-08-17,71075,Cole Home Builders:Phase 1 - Lot 5,"Solid Brass, 4-light, 25x13x10.75, 4-60 watt, Medium Base, Satin Etched Glass",Accounts Receivable,0.0,19.0,-19.0,1400,INVENTORY
Inventory Asset,Invoice,2018-08-17,71075,Cole Home Builders:Phase 1 - Lot 5,"Acid Verde, 10x21x10, 2-60 watt cand.",Accounts Receivable,0.0,60.0,-60.0,1400,INVENTORY
Inventory Asset,Invoice,2018-08-17,71075,Cole Home Builders:Phase 1 - Lot 5,"BrassGuard Lanterns, Polished Brass, 1-light Wall, (100 watt max)",Accounts Receivable,0.0,105.0,-105.0,1400,INVENTORY
Inventory Asset,Invoice,2018-08-17,71075,Cole Home Builders:Phase 1 - Lot 5,"Black Finish, Solid Brass, Clear Glass, Hanging, 2-60 watt max.",Accounts Receivable,0.0,38.44,-38.44,1400,INVENTORY
Inventory Asset,Invoice,2018-08-17,71075,Cole Home Builders:Phase 1 - Lot 5,"Specialty, Stage & Studio Bulbs  60 watt",Accounts Receivable,0.0,15.0,-15.0,1400,INVENTORY
Inventory Asset,Invoice,2018-08-17,71075,Cole Home Builders:Phase 1 - Lot 5,"Specialty Bulbs, 100 watt (6 pack)",Accounts Receivable,0.0,47.5,-47.5,1400,INVENTORY
Inventory Asset,Invoice,2018-08-17,71075,Cole Home Builders:Phase 1 - Lot 5,"Cand. Light, 20 watts (8 pack)",Accounts Receivable,0.0,24.0,-24.0,1400,INVENTORY
Inventory Asset,Invoice,2018-08-22,71109,Dan A. North Builders:Turner Suites,"Tapestry, (2-60 watt Med), Etched Cracked Glass, Finish 10",Accounts Receivable,0.0,1500.0,-1500.0,1400,INVENTORY
Inventory Asset,Invoice,2018-08-22,71109,Dan A. North Builders:Turner Suites,"Vianne Lanterns, Satin Antiqued Solid Brass, 3-light wall latern, Candelabra base (60 watt max)",Accounts Receivable,0.0,2407.14,-2407.14,1400,INVENTORY
Inventory Asset,Invoice,2018-08-22,71109,Dan A. North Builders:Turner Suites,"Black Finish, Solid Brass, Clear Glass, Hanging, 2-60 watt max.",Accounts Receivable,0.0,1441.56,-1441.56,1400,INVENTORY
Inventory Asset,Invoice,2018-08-22,71109,Dan A. North Builders:Turner Suites,"Specialty, Stage & Studio Bulbs  60 watt",Accounts Receivable,0.0,250.0,-250.0,1400,INVENTORY
Inventory Asset,Invoice,2018-08-24,71074,Cole Home Builders:Phase 1 - Lot 5,Golden Umber (100 watt)  Six Light Chandelier,Accounts Receivable,0.0,85.0,-85.0,1400,INVENTORY
Inventory Asset,Invoice,2018-08-24,71074,Cole Home Builders:Phase 1 - Lot 5,Tapestry (8/60 watt)  Faux Alabaster Glass,Accounts Receivable,0.0,75.0,-75.0,1400,INVENTORY
Inventory Asset,Invoice,2018-08-24,71074,Cole Home Builders:Phase 1 - Lot 5,"Polished Brass Pendant, 1-100 watt Medium Base, Clear Ribbed Glass",Accounts Receivable,0.0,160.0,-160.0,1400,INVENTORY
Inventory Asset,Invoice,2018-08-24,71074,Cole Home Builders:Phase 1 - Lot 5,"Tapestry, (2-60 watt Med), Etched Cracked Glass, Finish 10",Accounts Receivable,0.0,60.0,-60.0,1400,INVENTORY
Inventory Asset,Invoice,2018-08-24,71074,Cole Home Builders:Phase 1 - Lot 5,"Verona Collection, Pendant, Cobblestone, Etched Alabaster Glass, 150 watt max",Accounts Receivable,0.0,140.0,-140.0,1400,INVENTORY
Inventory Asset,Invoice,2018-08-24,71074,Cole Home Builders:Phase 1 - Lot 5,"Pendant Bar, Cobblestone, 50lbs. max",Accounts Receivable,0.0,22.74,-22.74,1400,INVENTORY
Inventory Asset,Invoice,2018-08-24,71074,Cole Home Builders:Phase 1 - Lot 5,"Pearl Nickle, 5 Light, Medium Base (100 watt max)",Accounts Receivable,0.0,80.0,-80.0,1400,INVENTORY
Inventory Asset,Invoice,2018-08-24,71074,Cole Home Builders:Phase 1 - Lot 5,"White, 4.5x7.5, 1-100 watt Medium Base, Satin White Glass",Accounts Receivable,0.0,30.0,-30.0,1400,INVENTORY
Inventory Asset,Invoice,2018-08-24,71074,Cole Home Builders:Phase 1 - Lot 5,"Solid Brass, 4-light, 25x13x10.75, 4-60 watt, Medium Base, Satin Etched Glass",Accounts Receivable,0.0,19.0,-19.0,1400,INVENTORY
Inventory Asset,Invoice,2018-08-24,71074,Cole Home Builders:Phase 1 - Lot 5,"Acid Verde, 10x21x10, 2-60 watt cand.",Accounts Receivable,0.0,60.0,-60.0,1400,INVENTORY
Inventory Asset,Invoice,2018-08-24,71074,Cole Home Builders:Phase 1 - Lot 5,"BrassGuard Lanterns, Polished Brass, 1-light Wall, (100 watt max)",Accounts Receivable,0.0,105.0,-105.0,1400,INVENTORY
Inventory Asset,Invoice,2018-08-24,71074,Cole Home Builders:Phase 1 - Lot 5,"Black Finish, Solid Brass, Clear Glass, Hanging, 2-60 watt max.",Accounts Receivable,0.0,38.44,-38.44,1400,INVENTORY
Inventory Asset,Invoice,2018-08-24,71074,Cole Home Builders:Phase 1 - Lot 5,"Specialty, Stage & Studio Bulbs  60 watt",Accounts Receivable,0.0,15.0,-15.0,1400,INVENTORY
Inventory Asset,Invoice,2018-08-24,71074,Cole Home Builders:Phase 1 - Lot 5,"Specialty Bulbs, 100 watt (6 pack)",Accounts Receivable,0.0,47.5,-47.5,1400,INVENTORY
Inventory Asset,Invoice,2018-08-24,71074,Cole Home Builders:Phase 1 - Lot 5,"Cand. Light, 20 watts (8 pack)",Accounts Receivable,0.0,24.0,-24.0,1400,INVENTORY
Inventory Asset,Invoice,2018-08-30,71130,Kern Lighting Warehouse:Store #45,"Renaissance Collection, (100 watt max) Millstone Finish, One-light",Accounts Receivable,0.0,411.93,-411.93,1400,INVENTORY
Inventory Asset,Invoice,2018-08-30,71130,Kern Lighting Warehouse:Store #45,"Pearl Nickle, 5 Light, Medium Base (100 watt max)",Accounts Receivable,0.0,1600.0,-1600.0,1400,INVENTORY
Inventory Asset,Invoice,2018-08-30,71130,Kern Lighting Warehouse:Store #45,"Specialty Bulbs, 100 watt (6 pack)",Accounts Receivable,0.0,118.75,-118.75,1400,INVENTORY
Inventory Asset,Invoice,2018-08-30,71130,Kern Lighting Warehouse:Store #45,"Cand. Light, 20 watts (8 pack)",Accounts Receivable,0.0,1200.0,-1200.0,1400,INVENTORY
Inventory Asset,Invoice,2018-08-31,71073,Cole Home Builders:Phase 1 - Lot 5,Golden Umber (100 watt)  Six Light Chandelier,Accounts Receivable,0.0,85.0,-85.0,1400,INVENTORY
Inventory Asset,Invoice,2018-08-31,71073,Cole Home Builders:Phase 1 - Lot 5,Tapestry (8/60 watt)  Faux Alabaster Glass,Accounts Receivable,0.0,75.0,-75.0,1400,INVENTORY
Inventory Asset,Invoice,2018-08-31,71073,Cole Home Builders:Phase 1 - Lot 5,"Polished Brass Pendant, 1-100 watt Medium Base, Clear Ribbed Glass",Accounts Receivable,0.0,160.0,-160.0,1400,INVENTORY
Inventory Asset,Invoice,2018-08-31,71073,Cole Home Builders:Phase 1 - Lot 5,"Tapestry, (2-60 watt Med), Etched Cracked Glass, Finish 10",Accounts Receivable,0.0,60.0,-60.0,1400,INVENTORY
Inventory Asset,Invoice,2018-08-31,71073,Cole Home Builders:Phase 1 - Lot 5,"Verona Collection, Pendant, Cobblestone, Etched Alabaster Glass, 150 watt max",Accounts Receivable,0.0,140.0,-140.0,1400,INVENTORY
Inventory Asset,Invoice,2018-08-31,71073,Cole Home Builders:Phase 1 - Lot 5,"Pendant Bar, Cobblestone, 50lbs. max",Accounts Receivable,0.0,22.74,-22.74,1400,INVENTORY
Inventory Asset,Invoice,2018-08-31,71073,Cole Home Builders:Phase 1 - Lot 5,"Pearl Nickle, 5 Light, Medium Base (100 watt max)",Accounts Receivable,0.0,80.0,-80.0,1400,INVENTORY
Inventory Asset,Invoice,2018-08-31,71073,Cole Home Builders:Phase 1 - Lot 5,"White, 4.5x7.5, 1-100 watt Medium Base, Satin White Glass",Accounts Receivable,0.0,30.0,-30.0,1400,INVENTORY
Inventory Asset,Invoice,2018-08-31,71073,Cole Home Builders:Phase 1 - Lot 5,"Solid Brass, 4-light, 25x13x10.75, 4-60 watt, Medium Base, Satin Etched Glass",Accounts Receivable,0.0,19.0,-19.0,1400,INVENTORY
Inventory Asset,Invoice,2018-08-31,71073,Cole Home Builders:Phase 1 - Lot 5,"Acid Verde, 10x21x10, 2-60 watt cand.",Accounts Receivable,0.0,60.0,-60.0,1400,INVENTORY
Inventory Asset,Invoice,2018-08-31,71073,Cole Home Builders:Phase 1 - Lot 5,"BrassGuard Lanterns, Polished Brass, 1-light Wall, (100 watt max)",Accounts Receivable,0.0,105.0,-105.0,1400,INVENTORY
Inventory Asset,Invoice,2018-08-31,71073,Cole Home Builders:Phase 1 - Lot 5,"Black Finish, Solid Brass, Clear Glass, Hanging, 2-60 watt max.",Accounts Receivable,0.0,38.44,-38.44,1400,INVENTORY
Inventory Asset,Invoice,2018-08-31,71073,Cole Home Builders:Phase 1 - Lot 5,"Specialty, Stage & Studio Bulbs  60 watt",Accounts Receivable,0.0,15.0,-15.0,1400,INVENTORY
Inventory Asset,Invoice,2018-08-31,71073,Cole Home Builders:Phase 1 - Lot 5,"Specialty Bulbs, 100 watt (6 pack)",Accounts Receivable,0.0,47.5,-47.5,1400,INVENTORY
Inventory Asset,Invoice,2018-08-31,71073,Cole Home Builders:Phase 1 - Lot 5,"Cand. Light, 20 watts (8 pack)",Accounts Receivable,0.0,24.0,-24.0,1400,INVENTORY
Inventory Asset,Bill,2018-09-06,6785,Hall Lighting & Accessories,"Colonial, Brushed Steel Finish, Opal White Glass (60 watt)",Accounts Payable,800.0,0.0,800.0,1400,INVENTORY
Inventory Asset,Bill,2018-09-06,6785,Hall Lighting & Accessories,"Colonial, Finished in Gold (60 watt)  ",Accounts Payable,500.0,0.0,500.0,1400,INVENTORY
Inventory Asset,Bill,2018-09-06,6785,Hall Lighting & Accessories,"Sunset, Clear Glass, 1-100 watt max.",Accounts Payable,7500.0,0.0,7500.0,1400,INVENTORY
Inventory Asset,Bill,2018-09-10,9087,Foster Lighting,"White, 4.5x7.5, 1-100 watt Medium Base, Satin White Glass",Accounts Payable,6000.0,0.0,6000.0,1400,INVENTORY
Inventory Asset,Bill,2018-09-10,H8765,Paulsen's Lighting,"Renaissance Collection, (100 watt max) Millstone Finish, One-light",Accounts Payable,1500.0,0.0,1500.0,1400,INVENTORY
Inventory Asset,Bill,2018-09-10,H8765,Paulsen's Lighting,"Domes, White, 59x21x6 5/8 ht, 120v HPF",Accounts Payable,5400.0,0.0,5400.0,1400,INVENTORY
Inventory Asset,Bill,2018-09-10,H8765,Paulsen's Lighting,"Domes, White, 59x21x6 5/8 ht, 120v HPF",Accounts Payable,69.0,0.0,69.0,1400,INVENTORY
Inventory Asset,Bill,2018-09-10,H8765,Paulsen's Lighting,"Flush Mount, Polished Brass (2, 13 watt)  White acrylic diffuser",Accounts Payable,2200.0,0.0,2200.0,1400,INVENTORY
Inventory Asset,Invoice,2018-09-11,71099,Miscellaneous - Retail:Jason Helper,"Sunset, Clear Glass, 1-100 watt max.",Accounts Receivable,0.0,310.06,-310.06,1400,INVENTORY
Inventory Asset,Invoice,2018-09-11,71099,Miscellaneous - Retail:Jason Helper,"Black Finish, Solid Brass, Clear Glass, Hanging, 2-60 watt max.",Accounts Receivable,0.0,38.44,-38.44,1400,INVENTORY
Inventory Asset,Invoice,2018-09-11,71099,Miscellaneous - Retail:Jason Helper,"White, 4.5x7.5, 1-100 watt Medium Base, Satin White Glass",Accounts Receivable,0.0,60.0,-60.0,1400,INVENTORY
Inventory Asset,Invoice,2018-09-11,71099,Miscellaneous - Retail:Jason Helper,Golden Umber (100 watt)  Six Light Chandelier,Accounts Receivable,0.0,170.0,-170.0,1400,INVENTORY
Inventory Asset,Invoice,2018-09-11,71099,Miscellaneous - Retail:Jason Helper,"Brushed Nickel, Pendant, 1-100 watt Medium Base, Satin Etched Glass",Accounts Receivable,0.0,100.0,-100.0,1400,INVENTORY
Inventory Asset,Invoice,2018-09-11,71099,Miscellaneous - Retail:Jason Helper,"Pendant Bar, Textured White, 50lbs max",Accounts Receivable,0.0,21.54,-21.54,1400,INVENTORY
Inventory Asset,Invoice,2018-09-14,71091,Cole Home Builders:Phase 2 - Lot 5,Golden Umber (100 watt)  Six Light Chandelier,Accounts Receivable,0.0,85.0,-85.0,1400,INVENTORY
